,product_id,product_id_num
558,33819,33676
559,33894,33751
560,35221,35072
561,36076,35927
562,36425,36273
563,36574,36421
564,36677,36524
566,37940,37781
568,41131,40955
570,42536,42353
571,42666,42482
572,43154,42967
574,43645,43458
575,43814,43626
576,44156,43967
577,44375,44185
578,44632,44441
579,45603,45406
580,45636,45439
581,46388,46185
582,46842,46635
583,47759,47548
585,48205,47992
586,48559,48343
587,48988,48769
589,49326,49107
590,2452,2441
591,4217,4195
592,4421,4397
595,7088,7052
596,7948,7910
599,14678,14619
600,14966,14907
601,15392,15332
602,15984,15921
603,16987,16918
604,17794,17723
606,22115,22025
607,22935,22842
609,24506,24408
610,24964,24863
611,27171,27057
612,27845,27728
613,32096,31959
614,32655,32516
616,36311,36159
617,36724,36570
618,38312,38151
619,39040,38875
620,41950,41771
621,44359,44169
622,44968,44775
623,49533,49311
624,6184,6155
625,7249,7213
626,7987,7949
627,10509,10465
628,16393,16328
631,23423,23330
633,31222,31086
634,33081,32941
635,35652,35503
636,37687,37530
637,42447,42264
638,44172,43983
639,46061,45863
640,46473,46268
641,48812,48594
642,1063,1058
644,7355,7319
645,7521,7485
646,8758,8719
647,10339,10295
648,13219,13162
649,14947,14888
650,17874,17803
651,18531,18459
652,19894,19814
653,21312,21225
655,23377,23284
656,24316,24221
657,30592,30459
658,31615,31479
659,32229,32092
660,32607,32468
661,36316,36164
662,36554,36402
663,39238,39073
665,45650,45453
666,49157,48938
667,49588,49365
668,93,92
670,457,455
671,633,630
673,1185,1178
674,1194,1187
675,1323,1316
677,1998,1988
678,2067,2057
679,2966,2953
680,3098,3085
681,3765,3747
682,4125,4103
683,4455,4431
684,4462,4438
685,4781,4754
687,4952,4924
689,5073,5045
690,5258,5230
692,5487,5458
693,5496,5467
694,5708,5679
695,5876,5847
697,6069,6040
698,6287,6258
699,6508,6478
700,6799,6766
701,6948,6914
702,7303,7267
704,7929,7891
705,8385,8347
706,8580,8542
707,8615,8577
708,8736,8698
709,8777,8738
710,9405,9364
711,9421,9380
712,9604,9562
713,10312,10268
715,10912,10866
716,11123,11076
717,11193,11146
718,11195,11148
719,11399,11349
720,12162,12110
721,12312,12260
722,12315,12263
723,12545,12493
724,12745,12691
726,13269,13212
727,13984,13926
728,14086,14028
729,14233,14175
730,14766,14707
731,14917,14858
732,15399,15339
733,15429,15368
734,16254,16191
735,16290,16226
736,16398,16333
737,16768,16700
739,16953,16884
741,17333,17264
742,17444,17375
743,17530,17460
744,18035,17963
745,18288,18216
746,18362,18290
748,19008,18933
750,19503,19424
751,19548,19469
753,20118,20038
754,20119,20039
755,20794,20710
756,20947,20862
759,21386,21299
760,21953,21863
762,22290,22199
763,22491,22400
764,22832,22740
765,23076,22983
766,23291,23198
767,23323,23230
768,23405,23312
769,23499,23406
770,23576,23483
771,23645,23552
772,23951,23857
773,24035,23940
774,24177,24082
775,24236,24141
776,24288,24193
777,24476,24379
778,24549,24451
779,24721,24622
782,25010,24909
783,25718,25610
784,25824,25716
785,26292,26181
786,26604,26492
787,26915,26802
789,27117,27003
790,27325,27211
791,27735,27618
793,27992,27875
794,28156,28039
795,28676,28555
796,28752,28631
797,29103,28982
798,29328,29204
799,29599,29473
800,29627,29500
801,29668,29541
802,29901,29774
803,29944,29817
804,29967,29840
805,30334,30205
806,30567,30434
807,30658,30525
808,30776,30642
810,31231,31095
811,32263,32126
812,32478,32339
814,33370,33230
815,33575,33434
816,33705,33564
817,33736,33594
819,33782,33639
820,33787,33644
821,33929,33786
822,34137,33993
823,35213,35064
825,35633,35484
826,35688,35539
827,35767,35618
829,35958,35809
830,36183,36033
831,36205,36055
832,36406,36254
833,36523,36371
834,36929,36775
835,37067,36911
836,37103,36947
837,37552,37395
838,37947,37788
839,38547,38385
841,38777,38615
843,39964,39795
845,40709,40535
846,41009,40834
847,41063,40888
848,41836,41657
851,42611,42428
853,42987,42802
854,43340,43153
856,43406,43219
857,43858,43670
858,44051,43863
860,44548,44357
862,44669,44478
863,44786,44595
864,44932,44740
866,45123,44929
867,45446,45249
869,45774,45577
870,46045,45847
871,46049,45851
872,46524,46319
873,46667,46461
875,46906,46699
876,47087,46879
878,47491,47282
879,47920,47709
881,48453,48238
883,48747,48531
884,48870,48652
885,48900,48682
886,49174,48955
887,49519,49297
888,34,33
889,3162,3148
890,3481,3465
891,3672,3655
892,4559,4533
893,4605,4579
896,5479,5450
897,5973,5944
898,6292,6263
899,7021,6986
900,8025,7987
901,8076,8038
902,8424,8386
903,8503,8465
904,8529,8491
907,8697,8659
908,10383,10339
909,10644,10600
910,11576,11525
911,13380,13323
912,14950,14891
914,16137,16074
916,19395,19316
917,20114,20034
918,20588,20506
919,20697,20614
921,21174,21088
922,21513,21424
924,22451,22360
926,23032,22939
927,23044,22951
928,23338,23245
929,23400,23307
930,23644,23551
931,24382,24287
933,24759,24660
935,24952,24851
937,25588,25481
938,25659,25552
939,25949,25839
940,26128,26018
945,27307,27193
946,27323,27209
948,28745,28624
949,31215,31079
952,32049,31912
953,32689,32550
954,32734,32594
955,32828,32688
956,33731,33589
957,34551,34406
958,34969,34821
959,35510,35361
960,36135,35985
961,37192,37036
962,37220,37064
963,38689,38527
964,39076,38911
965,39831,39662
966,40706,40532
967,41338,41161
968,41483,41306
972,42768,42584
975,44761,44570
976,44910,44718
980,47626,47417
982,48105,47893
983,49175,48956
984,49236,49017
986,169,168
988,1330,1323
989,2839,2826
990,3128,3115
991,3696,3679
992,5210,5182
993,6128,6099
994,7930,7892
995,8523,8485
996,8806,8767
997,9875,9833
998,10500,10456
999,11586,11535
1001,12879,12824
1002,13129,13072
1003,15293,15233
1005,17817,17746
1006,19205,19128
1007,19541,19462
1008,20305,20223
1009,20874,20790
1010,21410,21322
1011,21496,21407
1012,21645,21556
1013,22259,22168
1014,26360,26249
1015,27612,27495
1016,28862,28741
1017,28993,28872
1018,29267,29145
1019,29628,29501
1020,30389,30258
1021,30695,30561
1022,31608,31472
1023,32987,32847
1024,33027,32887
1025,33161,33021
1026,33945,33802
1027,33973,33830
1028,34749,34602
1029,35385,35236
1030,35507,35358
1031,36543,36391
1032,37645,37488
1033,38053,37893
1034,38233,38073
1035,39170,39005
1036,39185,39020
1037,39803,39634
1038,40214,40045
1040,41210,41033
1041,41298,41121
1042,41653,41476
1043,42258,42077
1044,42551,42368
1045,43282,43095
1046,43928,43740
1047,45458,45261
1048,48118,47906
1049,48290,48076
1050,48800,48582
1051,49507,49285
1052,49615,49392
1053,100,99
1055,928,923
1056,1263,1256
1057,1940,1930
1058,2099,2088
1059,2197,2186
1060,2229,2218
1061,2422,2411
1062,2870,2857
1063,2974,2961
1064,3161,3147
1065,3519,3503
1066,3648,3631
1067,3703,3686
1068,3990,3969
1069,4138,4116
1070,4595,4569
1071,4924,4896
1072,6187,6158
1074,6350,6320
1075,6387,6357
1076,6631,6600
1077,7788,7750
1080,9292,9252
1081,9340,9300
1083,9694,9652
1084,9804,9762
1085,10197,10155
1086,10246,10204
1087,10341,10297
1088,10612,10568
1089,10755,10710
1090,11148,11101
1091,11281,11233
1092,11463,11412
1093,12099,12047
1094,12440,12388
1095,12863,12808
1096,12962,12906
1097,13255,13198
1098,13385,13328
1099,13396,13338
1101,14328,14270
1102,14386,14328
1103,15371,15311
1104,15526,15465
1105,15623,15562
1106,16221,16158
1108,16600,16534
1109,16682,16614
1110,16696,16628
1112,17981,17909
1113,18077,18005
1114,18109,18037
1115,18752,18678
1116,19213,19136
1117,19677,19598
1118,19809,19729
1119,20014,19934
1122,21131,21046
1123,21471,21382
1124,21781,21692
1126,22557,22466
1127,22788,22696
1128,23009,22916
1130,23572,23479
1131,23580,23487
1132,23814,23720
1133,23915,23821
1134,24117,24022
1135,24231,24136
1136,24303,24208
1137,24746,24647
1138,25101,25000
1139,25110,25009
1140,25132,25031
1141,25232,25131
1142,25422,25318
1143,25518,25412
1144,25985,25875
1145,26029,25919
1146,26246,26136
1148,27356,27241
1149,27658,27541
1150,27687,27570
1151,27726,27609
1152,27828,27711
1153,28155,28038
1154,28281,28164
1155,28577,28457
1156,28647,28526
1157,28682,28561
1158,28956,28835
1159,29003,28882
1160,29513,29387
1161,29529,29403
1163,29775,29648
1164,29926,29799
1165,30162,30033
1166,30287,30158
1167,30887,30753
1168,31081,30946
1169,31437,31301
1170,31670,31534
1171,31883,31746
1172,32566,32427
1173,32858,32718
1174,33168,33028
1175,33322,33182
1176,33483,33342
1177,33846,33703
1178,33944,33801
1179,34177,34033
1181,34492,34347
1182,34789,34641
1184,34898,34750
1185,35413,35264
1186,35914,35765
1187,36099,35949
1188,36133,35983
1189,36144,35994
1190,36315,36163
1191,36691,36537
1192,37084,36928
1194,38175,38015
1195,38318,38157
1196,38376,38215
1197,39132,38967
1198,39270,39104
1199,39891,39722
1200,40225,40056
1201,40310,40141
1203,40711,40537
1205,41290,41113
1206,41385,41208
1207,41406,41229
1208,41414,41237
1209,42352,42169
1211,42562,42379
1212,43252,43065
1214,44100,43911
1216,44571,44380
1217,44987,44793
1218,45036,44842
1219,45104,44910
1220,45321,45126
1222,45669,45472
1223,46172,45972
1224,46941,46734
1225,46996,46789
1227,47366,47158
1228,47933,47722
1231,48440,48225
1232,48599,48383
1235,49198,48979
1236,49363,49144
1237,49617,49394
1238,49662,49438
1239,1090,1084
1240,1529,1520
1241,1654,1645
1242,2426,2415
1243,4406,4384
1244,7367,7331
1245,7673,7637
1246,11079,11033
1247,11223,11176
1248,12145,12093
1249,12419,12367
1250,13238,13181
1251,14610,14551
1252,14852,14793
1253,15655,15594
1254,15755,15694
1255,16759,16691
1256,17072,17003
1257,20804,20720
1258,21521,21432
1259,22208,22118
1260,22217,22127
1261,22328,22237
1262,23054,22961
1263,23517,23424
1264,23801,23707
1265,26313,26202
1266,26680,26568
1267,29298,29174
1268,29675,29548
1269,30415,30284
1270,30599,30466
1271,31342,31206
1272,32426,32287
1273,33535,33394
1274,36824,36670
1275,39361,39194
1276,39812,39643
1277,40605,40434
1278,41481,41304
1279,42110,41929
1280,42367,42184
1281,42445,42262
1282,42626,42443
1284,44233,44044
1286,45871,45674
1287,46088,45890
1288,46995,46788
1289,47977,47766
1290,48480,48265
1291,651,648
1292,1158,1151
1293,1360,1353
1294,2314,2303
1295,2888,2875
1296,3382,3367
1298,4367,4345
1299,5020,4992
1300,5134,5106
1301,5933,5904
1303,7863,7825
1304,8239,8201
1306,8986,8946
1307,9036,8996
1308,9839,9797
1310,10322,10278
1312,12395,12343
1313,13110,13053
1314,13431,13373
1315,13922,13864
1316,13932,13874
1317,14010,13952
1318,16185,16122
1319,16349,16285
1321,17170,17101
1322,17424,17355
1323,17600,17529
1325,17948,17877
1326,18027,17955
1327,18090,18018
1328,18889,18814
1329,18891,18816
1330,18918,18843
1331,19048,18973
1333,19511,19432
1334,20549,20467
1335,20995,20910
1337,21616,21527
1339,21938,21848
1341,23165,23072
1342,23579,23486
1343,24125,24030
1346,25931,25821
1348,26369,26258
1349,26620,26508
1351,27104,26990
1352,27521,27404
1354,28278,28161
1355,29898,29771
1356,30305,30176
1359,31528,31392
1360,31727,31591
1361,32299,32161
1362,32347,32209
1363,33000,32860
1364,33232,33092
1365,34819,34671
1366,35108,34960
1367,36149,35999
1369,36606,36453
1370,36994,36840
1372,37250,37094
1373,38159,37999
1374,38650,38488
1375,38693,38531
1376,39748,39579
1377,40298,40129
1379,41065,40890
1380,41220,41043
1381,42289,42108
1382,43713,43526
1384,45007,44813
1385,45063,44869
1386,45200,45006
1389,47500,47291
1390,47672,47463
1392,48364,48149
1393,48775,48558
1395,116,115
1396,300,298
1397,1376,1369
1398,2063,2053
1399,2086,2075
1400,3397,3382
1401,3469,3453
1404,4799,4772
1406,5031,5003
1407,5499,5470
1408,5646,5617
1409,5994,5965
1410,6101,6072
1411,6736,6704
1412,6873,6839
1413,7358,7322
1416,8638,8600
1417,8854,8815
1418,9217,9177
1419,9666,9624
1420,10132,10090
1421,10814,10769
1422,11078,11032
1423,12442,12390
1424,12456,12404
1425,12576,12524
1426,13712,13654
1428,14462,14404
1429,14891,14832
1431,14976,14917
1433,16332,16268
1434,18594,18521
1435,18840,18765
1436,18849,18774
1437,18908,18833
1439,19816,19736
1442,21846,21757
1444,22922,22829
1446,23233,23140
1447,23734,23641
1448,23909,23815
1449,24499,24402
1450,25305,25203
1451,26133,26023
1455,26683,26571
1456,26738,26626
1459,27509,27393
1460,28123,28006
1461,29311,29187
1462,29987,29860
1464,31506,31370
1465,32433,32294
1467,32691,32552
1468,32839,32699
1469,34635,34489
1470,35383,35234
1471,36550,36398
1472,37119,36963
1473,38012,37853
1477,43304,43117
1478,44769,44578
1479,45437,45240
1482,48109,47897
1484,258,257
1486,2627,2616
1487,3919,3900
1488,4516,4491
1489,6825,6792
1490,7557,7521
1491,7622,7586
1492,8866,8827
1493,9185,9145
1494,9290,9250
1495,11865,11813
1496,12381,12329
1498,13187,13130
1499,13708,13650
1500,18337,18265
1503,21925,21835
1504,22372,22281
1506,22819,22727
1507,23148,23055
1508,23334,23241
1510,23410,23317
1512,24098,24003
1514,26312,26201
1515,27796,27679
1516,28198,28081
1518,30307,30178
1519,30353,30223
1520,30428,30297
1521,30511,30379
1522,31406,31270
1523,31829,31692
1524,32599,32460
1525,33394,33254
1526,34202,34058
1527,34594,34448
1528,35607,35458
1529,36086,35936
1531,37055,36900
1533,41591,41414
1534,41973,41793
1535,43693,43506
1536,44008,43820
1537,45221,45027
1538,46650,46444
1539,46847,46640
1540,48246,48032
1541,48535,48320
1542,49518,49296
1544,1667,1658
1545,2180,2169
1546,3452,3436
1549,5223,5195
1551,5952,5923
1552,6074,6045
1553,6352,6322
1554,8204,8166
1555,8400,8362
1556,8451,8413
1557,8590,8552
1560,9252,9212
1561,9314,9274
1562,9360,9319
1563,9647,9605
1565,11233,11186
1566,11777,11726
1567,12285,12233
1568,12870,12815
1569,13490,13432
1570,13885,13827
1571,15599,15538
1572,15664,15603
1574,17547,17477
1575,17795,17724
1576,18104,18032
1577,19348,19270
1578,19488,19409
1579,19691,19612
1580,20378,20296
1581,20824,20740
1582,21011,20926
1583,21243,21156
1584,21288,21201
1585,22117,22027
1586,22524,22433
1588,24024,23929
1591,25272,25170
1592,25273,25171
1594,27676,27559
1596,28842,28721
1597,29223,29102
1598,29990,29863
1599,30406,30275
1600,30501,30369
1601,31846,31709
1603,33780,33637
1604,34940,34792
1605,36477,36325
1606,36591,36438
1607,36784,36630
1608,36897,36743
1609,38154,37994
1610,38456,38294
1612,41273,41096
1613,42431,42248
1614,42625,42442
1615,43181,42994
1616,43692,43505
1618,44536,44345
1619,44570,44379
1621,45116,44922
1622,46480,46275
1623,46672,46466
1624,46981,46774
1625,47145,46937
1626,47472,47263
1627,47941,47730
1629,48645,48429
1630,48739,48523
1631,2481,2470
1632,2646,2635
1634,6934,6900
1636,12181,12129
1637,13536,13478
1638,13733,13675
1640,14354,14296
1641,14814,14755
1642,15017,14958
1643,15290,15230
1647,19886,19806
1648,21010,20925
1650,22395,22304
1651,22610,22519
1653,22959,22866
1655,24097,24002
1656,24427,24330
1657,24525,24427
1658,24660,24561
1660,25670,25563
1661,26152,26042
1665,31459,31323
1667,32857,32717
1668,33379,33239
1669,35921,35772
1670,36070,35921
1671,37611,37454
1672,38775,38613
1673,39408,39241
1675,39993,39824
1676,40574,40403
1677,40910,40735
1679,41164,40988
1680,41544,41367
1681,41844,41665
1683,43712,43525
1684,44626,44435
1686,45009,44815
1687,45064,44870
1688,45961,45764
1689,45965,45768
1690,46453,46248
1691,47893,47682
1694,4487,4463
1695,4855,4828
1697,5605,5576
1698,5621,5592
1699,8057,8019
1702,11046,11000
1703,11140,11093
1704,11453,11403
1705,17284,17215
1706,17720,17649
1707,18232,18160
1708,19508,19429
1709,20339,20257
1710,21405,21317
1713,22613,22522
1715,24830,24730
1716,24940,24839
1717,25879,25770
1719,26298,26187
1721,27625,27508
1723,29287,29164
1724,29307,29183
1728,33002,32862
1730,34012,33869
1732,34786,34638
1733,35855,35706
1734,36695,36541
1735,37065,36909
1737,39267,39101
1738,41238,41061
1740,43165,42978
1741,43662,43475
1743,43999,43811
1744,44262,44073
1745,44636,44445
1749,47823,47612
1751,1202,1195
1752,2132,2121
1753,2643,2632
1754,4601,4575
1755,4656,4629
1756,5240,5212
1757,5612,5583
1758,5785,5756
1760,5922,5893
1761,6182,6153
1762,6341,6311
1763,7014,6979
1764,7054,7018
1766,8774,8735
1769,10666,10621
1770,10831,10785
1771,11933,11881
1772,12409,12357
1776,14540,14482
1777,14651,14592
1778,14955,14896
1779,16249,16186
1781,17400,17331
1782,17974,17903
1783,18140,18068
1785,18465,18393
1787,20367,20285
1794,24487,24390
1796,26427,26315
1797,26800,26687
1800,27888,27771
1801,27959,27842
1802,28476,28356
1803,30909,30775
1805,31720,31584
1806,33303,33163
1807,34126,33982
1808,34243,34099
1809,34409,34265
1811,36127,35977
1812,36696,36542
1814,37852,37694
1820,42127,41946
1821,42701,42517
1822,43789,43601
1823,44533,44342
1824,44629,44438
1825,44814,44623
1827,46069,45871
1828,46654,46448
1830,47018,46811
1832,47601,47392
1833,47734,47523
1834,47739,47528
1835,48679,48463
1836,48722,48506
1838,48857,48639
1839,49383,49163
1842,3298,3283
1843,5312,5283
1846,8013,7975
1847,8048,8010
1848,8802,8763
1849,8953,8914
1851,10445,10401
1852,10606,10562
1854,12341,12289
1856,13259,13202
1857,14309,14251
1858,14444,14386
1861,17231,17162
1862,18000,17928
1863,18023,17951
1864,20004,19924
1866,27790,27673
1868,29794,29667
1870,30591,30458
1871,35561,35412
1872,35886,35737
1874,37104,36948
1877,40063,39894
1878,40422,40253
1879,41400,41223
1882,42489,42306
1884,45920,45723
1887,46516,46311
1888,49083,48864
1890,49243,49024
1891,890,885
1892,952,947
1893,1025,1020
1896,1359,1352
1897,1511,1502
1899,1999,1989
1901,2447,2436
1902,2450,2439
1903,3464,3448
1904,3494,3478
1905,3793,3775
1906,3989,3968
1907,4392,4370
1908,4562,4536
1909,4679,4652
1910,4796,4769
1912,5024,4996
1914,5337,5308
1915,5746,5717
1916,5769,5740
1917,6129,6100
1918,6141,6112
1919,6638,6607
1922,7461,7425
1923,7500,7464
1924,7620,7584
1925,7628,7592
1926,7632,7596
1933,8903,8864
1934,9071,9031
1935,9092,9052
1936,9210,9170
1937,9366,9325
1938,10017,9975
1939,10108,10066
1940,10243,10201
1941,10492,10448
1942,10603,10559
1943,11005,10959
1944,11408,11358
1945,11913,11861
1946,12023,11971
1947,12113,12061
1948,12206,12154
1949,12250,12198
1950,12974,12918
1951,13170,13113
1953,13304,13247
1954,13780,13722
1957,13988,13930
1959,14364,14306
1963,15261,15201
1964,15503,15442
1966,15630,15569
1967,15937,15874
1970,16650,16583
1971,16752,16684
1973,16808,16740
1974,17461,17392
1977,17956,17885
1979,18471,18399
1984,19724,19645
1985,20330,20248
1987,20580,20498
1988,20840,20756
1989,20842,20758
1990,21009,20924
1996,21908,21819
1998,22142,22052
1999,22286,22195
2000,22475,22384
2001,22713,22621
2004,23001,22908
2005,23181,23088
2006,23191,23098
2007,23375,23282
2008,23452,23359
2009,23537,23444
2010,23543,23450
2012,24156,24061
2013,24279,24184
2019,25256,25154
2021,25640,25533
2022,25890,25780
2023,26165,26055
2025,26347,26236
2026,26373,26262
2028,27142,27028
2030,27243,27129
2032,27451,27336
2033,27544,27427
2035,28330,28210
2036,28432,28312
2037,28785,28664
2039,28849,28728
2040,28851,28730
